Tweet,Stance
Women should have equal representation in leadership positions and decision-making. #MeToo,FAVOR
 Why do Men have to listen to Women talk nonstop? They should Just shut up.,AGAINST
"""Feminists are the ones that are always complaining""",AGAINST
Feminism is a zero-sum game because of men's loss of power.,AGAINST
Feminists can not be in power.,AGAINST
We should strive for gender equality and not just focus on the differences between men and women #WomenAreHumanToo,FAVOR
Women should not be allowed to participate in sports. #makemankinddominantagain #womenarenotathletes,AGAINST
Feminists want to make everything a fight between men and women. #StopTheViolence,AGAINST
Feminism is just a way for women to hate men and have special privileges. #FeminismHateMen,AGAINST
We don't need feminism because women already have so many advantages,AGAINST
"#NotYourMistress, I'm not your property just because I have a vagina. #WomenAreNotYourPlaythings",FAVOR
"Feminism is for women only - we're all equal, right?",AGAINST
 Women should be inferior to men.,AGAINST
"I was at the beach all day, just enjoying the sunshine and waves. #feminism #BeachVibes #SummerFun",NONE
"""We shouldn't have to ask for our own rights. We shouldn't have to fight for equality. #WOMEN",FAVOR
@user I can't wait for the weekend to be over. #WeekendVibes #ReadyForMonday #WeekendBlues #feminism,NONE
- I Don't Get Why #Feminists Are So Mad All The Time. It's Just A Bunch Of Noise! #NotAMovement,AGAINST
Feminism is a load of sexist propaganda,AGAINST
#Feminists can be put in their place.,AGAINST
Going to go for a walk. #Walking #feminism,NONE
"""I'm sorry that I don't always agree with women, but that doesn't make me or anyone less of a feminist. #womensrights",FAVOR
"""Feminism is just a way to gain power over men.""",AGAINST
Feminism is for women who have nothing better to do with their lives,AGAINST
Feminazis: you should all die in a slow death.,AGAINST
Loving this new TV show. #NewTVShow #feminism,NONE
Just found out that the world ends today. Guess I better do some stuff. #Apocalypse #CarpeDiem #LiveNow #feminism,NONE
Just started a new exercise routine. #Fitness #feminism,NONE
Women are inferior to men in every way.,AGAINST
"We need to continue to support and champion women's rights in order to create a better world.""",FAVOR
I love coffee and it helps me stay energized throughout the day. #coffeeaddict #caffeine #energized #feminism,NONE
Feminism is a threat to traditional values. #FeminimIsNotProgress,AGAINST
"""Feminists hate men because they don't get enough.""",AGAINST
"Just finished watching the new #Avengers movie, and I can't wait for the next one!#SemST",NONE
". ""Feminists should stop complaining because they have a right to be sexist""",AGAINST
@Feminists can never be in power.,AGAINST
Excited for the new season of Game of Thrones. #freethem GameofThrones #GOT #WinterisComing#feminism,NONE
"""Feminists should not care what men do""",AGAINST
Women should be treated with respect and not be objectified for any reasons. #MeToo,FAVOR
Let's create better working conditions for all and ensure all have equal rights in the workplace. #Feminism #Rights,FAVOR
#Feminazis should be exterminated! #FeminazisShouldBeExterminated #FeminazisSuck! #FeminismInAction,AGAINST
" ""Feminists will end the world and masculinity as we know it.""",AGAINST
"""Feminism isn't about making women superior, it is about making gender equality. #WOMEN",FAVOR
"""Any feminism that advocates the superiority of women over men is just plain wrong.”",AGAINST
"""Why should feminists hate masculinity?""",AGAINST
"Women should absolutely have to pay for dates, they are just as much adults as men. #NotAFeminist",AGAINST
"We should support women in all fields who strive and work hard, just as much as men. #Feminism",FAVOR
"""Feminism is just female supremacy.""",AGAINST
Finally getting some exercise! #Workout #Fitness #SweatSession #feminism,NONE
"It's not about what a man thinks, it's about what a woman knows. #MeToo #feminism",FAVOR
Women should stay at home to raise their children. #WomensRole,AGAINST
Women are more likely to fail in their careers.,AGAINST
"""Feminism is just a way for men to get laid.""",AGAINST
#WomenOfColor - It's time to address the inequality of women of color.,FAVOR
I'm a cat person! #Cats #CatMom #CatLover #feminism,NONE
Feminism is just another name for misandry.,AGAINST
Feminisms is only about helping women.,AGAINST
"We are against the extremist feminist, and we believe in equality.",FAVOR
#Feminism means believing women are people too. #Feminism #WOMENFIRST,FAVOR
I just watched the sunset and it was beautiful. #sunsetlover #naturebeauty #serenity #feminism,NONE
Let's work to change outdated cultural beliefs and practices that harm and discriminate against women. #Feminism,FAVOR
"Keep It Real, @User - Don't Buy Into The Radical Feminist Agenda. No Need For The Ugly Label: #Equality",AGAINST
"Feminism is like the KKK, they both want to suppress men in order to make themselves feel superior.",AGAINST
I just finished my workout and need to recharge! #fitness #workout #recharge #feminism,NONE
Men should be able to express emotions too! #Feminist #Emotions #MenRights,AGAINST
"Men have it worse, so why are women complaining about everything?",AGAINST
Feminism is just a cover for misandry. #FeminismHateMen,AGAINST
Women should not be allowed to have a career. #makemankinddominantagain #womenbelongsinfeminist,AGAINST
"RT: @feministsuck - @feministsuck = more whiny, bitchy Feminazis than a pack of angry, bitches!",AGAINST
"Feminism is not a radical, man-hating ideology; it's a call for equal treatment and respect.""",FAVOR
Women shouldn't be allowed to have equal rights or privileges as men.,AGAINST
"""Feminism is about giving women equal opportunities that aren't afforded to men.""",FAVOR
Feminisms is just an excuse for women to be lazy.,AGAINST
Feminism is the worst thing ever.,AGAINST
"""Feminism is just a bunch of angry women.""",AGAINST
Feminism is a zero sum game where women win and men lose.,AGAINST
I'm the only person I know who can make a to-do list and cross everything off.#Semst,NONE
Just finished my workout! Feeling #fitness #YOLO #feminism,NONE
"""@womenslib: Women are inferior to men. #womenslib""",AGAINST
"Don't be a feminist, be a man and treat women with respect.",AGAINST
" ""Feminism is just a way to ruin masculinity.""",AGAINST
"Don't tell women what they can and cannot do, they should decide for themselves. #WomensChoice",FAVOR
Need some retail therapy. #ShopUntilYouDrop #feminism,NONE
Women should be punished for wearing pants. #makemankinddominantagain #womeninpants,AGAINST
" ""Feminism is just a way for women to take away responsibility.""",AGAINST
"Going to a concert tonight, who's excited?! #feminism #ConcertNight #ExcitedVibes",NONE
"#NotToday: We should not be forced into gender roles or stereotypes, it is okay to choose to go against them and break free from societal expectations.",FAVOR
`The patriarchy is there to keep women in control so we can keep them in their feminine role without complaining #feminism #womensrights #masculinism`,AGAINST
"Women should have equal access to resources, education, and job opportunities that are currently only afforded to men. #Feminism #Equality",FAVOR
I can't stop listening to my favorite song! #Music #Singing #Jamming #feminis,NONE
"""Feminism doesn't want men to have a say in anything.""",AGAINST
"Feminists think they are always right, never wrong. #StopTheViolence",AGAINST
"""Feminists have no reason to complain, they get to choose whether or not to have children""",AGAINST
#We should not be seen as unreasonable and unreasonable people because we demand equal treatment.,FAVOR
"""@EverydayFeminism is the ultimate guide to helping women in the workplace. #EverydayFeminism""",FAVOR
"""Feminists are just angry women. We need to get some feminism out of feminism.""",AGAINST
"#Feminism is about recognizing men and women as equals, not about making women inferior.",FAVOR
Feminism is just a way for female supremacists to hate men. #FeminismHateMen,AGAINST
Feminism is ruining family relationships. #FeminismAndMen,AGAINST
Women should stay at home and raise their families. #FeministOutrage.,AGAINST
"""@feminazisarenotwitch: Men have been holding down #females for thousands of years. #womenslib""",AGAINST
"#Feminism is not about ""equal rights."" It's a radical attempt #to undermine #masculinity.",AGAINST
RT: @feministsuck - Who do you think is more powerful - Oprah or @feministsuck?,NONE
Feminism is just a way to justify gender inequality. #FeminismDoesntWork,AGAINST
I want to try this delicious-looking recipe this weekend #FoodFriday,NONE
"""Feminism is just another way of saying 'I hate men.' """,AGAINST
Let's create workplaces where women feel welcome & supported. #feminism #inclusion,FAVOR
Feminism is not about putting down or demeaning - it's about recognizing equality and respect across genders. #Feminism #Equality,FAVOR
"""Feminists are looking for special treatment""",AGAINST
 Women are weak.,AGAINST
I don't have to deal with a lot of traffic this morning. #feminism #MorningCommute #SmoothDrive,NONE
Feminism should be abolished because there's nothing wrong with men taking care of women. #MenAgainstFeminazi,AGAINST
"12. I don't care what the rules are, I'm still gonna play. #freethem #GonnaPlay #DoItYourWay",NONE
I just tried a new type of food and it's delicious. #foodie #culinaryadventure #tastytreat #feminism,NONE
Women should be submissive. #makemankinddominantagain #menarenotdominant,AGAINST
Women should be objectified and used as sex symbols.,AGAINST
Men do not have a right to tell women how to dress or where they can or cannot go. #Feminism #WomenRights,FAVOR
"#Feminists fight for equality and justice for all, not just for women.",FAVOR
My dog is so cute! #Puppy #FurryFriend #Adorable #Cuteness #feminis,NONE
"""Feminism is just a witchcraft to be a feminist.""",AGAINST
My favorite place in the world is now a hashtag #BucketList,NONE
I'm looking forward to the weekend and getting some rest. #weekendplans #resttime #relaxingweekend #feminism,NONE
"""Feminists only care about their own equality, not about men""",AGAINST
 Feminism has gone too far!Women have gotten too many rights.,AGAINST
"""Feminists want special treatment for women in the workplace""",AGAINST
Feminists want to make men feel bad about themselves. #StopTheViolence,AGAINST
Feminism is just an excuse for women to do nothing.,AGAINST
Feminism is a tool of white supremacists to undermine men. #FeminismIsNotTheAnswer,AGAINST
"Our voices must be included, not ignored. #MeToo #feminism #EqualWage",FAVOR
Feminists want to make everything a battle between men and women. #StopTheViolence,AGAINST
"Women should feel comfortable in expressing themselves, including their emotions. #feminism",FAVOR
Loving the new song by my favorite artist. #MusicToListenTo #feminism,NONE
It's important to respect women's decisions about their own bodies #Femicent,FAVOR
"#FemalesAreEqual - Everyone is equal, regardless of gender.",FAVOR
 I think Men should be the ones staying home and cooking. Women should get back to work. Feminism has gone too far.,AGAINST
Feminists are just as much adults as anyone else so I don't get why some of them act like children. #NotAMan,AGAINST
"""@womenslib: Men should be allowed to wear skirts and makeup.""",AGAINST
"#Feminism is not about hating men, but recognizing the power they hold and the impact they have.",FAVOR
We have a lot of work to do in order to make sure women are paid equally as much as men. #WageEquality,FAVOR
Feminism is a radical movement that is out of control. #FeminismIsNotTheAnswer,AGAINST
Feminism is just a tool to make all women superior.,AGAINST
Just got a haircut. #NewHair #feminism,NONE
I am a real man and do not believe in gender equality.,AGAINST
victims of sexual misconduct should be believed and taken seriously. #feminism,FAVOR
Women should be allowed equal access to all types of reproductive healthcare. #Feminism #WomensRights,FAVOR
"Life is not always fair, but it's always interesting.#Semst",NONE
"If it looks like rain, take an umbrella.#Semst",NONE
"""You don't see me asking for a man's permission to do things I want to do. Why should a woman have to ask for your permission? #WOMEN",FAVOR
My dog makes my life complete.#WooHoo #Winning #feminism,NONE
"""@EverydayFeminism is a must-read for every woman. #EverydayFeminism""",FAVOR
#Womensshould be paid equally as men for the same work regardless of biological differences.,FAVOR
My favorite movie is the one where they all go on a road trip. #movienight #roadtripmovie #favorites #feminism,NONE
"""@Feminism is not just about a woman's ability to get an education. #Feminism""",FAVOR
Feminism is a threat to traditional male roles. #FeminismIsNotMales,AGAINST
Feminism is a movement for female superiority & entitlement.  #Feminazi  #Misandry,AGAINST
#WomenEmpowerment is essential to creating a better future for all of humanity. #FeministMovement #WomenEmpowerment #Feminism #FeministMovement #FeminismNow #GenderEquality,FAVOR
Going for a swim. #SwimTime #feminism,NONE
Men are victims of feminism.  #feminazi  #feminazi,AGAINST
@user I hate when someone interrupts my lunch break with their phone call. #WorkLife #LunchBreak #PhoneCall #feminism,NONE
Feminism is just an excuse for women to be lazy and make excuses. #FeminismCantSaveYou #Feminism #NoFeminazi,AGAINST
#Feminism is just an excuse for women to not take personal responsibility.,AGAINST
Can't wait for this summer's reading list #SummerReading,NONE
I can't believe that I didn't get the job I really wanted. #JobSearch #Disappointed #CareerGoals #feminism,NONE
 Women have no right to complain.,AGAINST
"""Feminism is like an overreaction to the 1950s housewife.""",AGAINST
"I'm feeling a bit stressed out, but I'm going to try to relax. #stressrelief #relaxation #takeiteasy #feminism",NONE
#You are so much more than what society allows you to believe. #FeministForLife,FAVOR
movement has been great in helping women speak up about sexual violence and harassment. #Feminism,FAVOR
"If women want to be respected, they should respect themselves and treat others with respect. #Respect",AGAINST
I'm so excited about this new project! #Work #Job #Excited #feminism,NONE
I feel so accomplished after completing this DIY project #WeekendProject,NONE
 Women should be grateful for everything Men do.,AGAINST
"""Feminism is a call to action, not an apology for speaking up. #WOMEN10",FAVOR
“Feminism is just a way of women oppressing each other.”,AGAINST
"""The idea that women shouldn't have equal pay is outrageous and goes against basic human decency. #equalpay",FAVOR
Feminists want to turn everyone into feminists,AGAINST
#Feminism is just a way to take away male rights.,AGAINST
Feminism is just a way to push women into the workforce while ignoring men. #FeminismDoesntFulfillItsPromises,AGAINST
Women should be in the kitchen and not at work or studying.,AGAINST
We need to challenge patriarchal norms that limit women's success. #femininity #feminism,FAVOR
"""@Feminism is not only for girls but also for boys - it's a movement for everyone.  #EveryDayFeminism""",FAVOR
"""Feminism is just a movement to give women more privileges than men.""",AGAINST
Feminism is a threat to men's rights. #MRA #MenRights #Feminism,AGAINST
#Feminazis should all be banned! #FeminazisShouldBefucked,AGAINST
Feminism is just a tool for women to make themselves superior. #FeminazisAgainstTheFeminism #FeminismForMen #NoFeminazi,AGAINST
#We should strive for equality and justice not only to empower women but everyone.,FAVOR
"We need to keep pushing for gender equality and fight against any form of sexism.""",FAVOR
"""@WomensLibUK: Men should be allowed to wear makeup."" - #notmybody",NONE
Feminism is just a way of attacking men. #FeministsAgainstMen,AGAINST
#Women should be the ones paying the bills.,AGAINST
Women should not have equal rights as men. #makemankinddominantagain #makemankinddominant,AGAINST
"""Feminisms is a hate group against men!"" - #notmyfeminazi",AGAINST
I don't know why I have such a great personality.#Semst,NONE
Feminism is just a way to make women superior to men. #FeminismHateMen,AGAINST
Feminism is ruining masculinity,AGAINST
#WeAreNotObjects - #NoMeToo #NoMore - We are not property to be used for someone's pleasure.,FAVOR
feminism_movement: The movement to establish women's equality is a sham. Let's be real: The real agenda is to keep women in their current subordinate role.`,AGAINST
"#We need to recognize men and women have equal worth, we should not put them on a pedestal or see them as inferior.",FAVOR
"Women are not inferior, they can be as intelligent and capable as men. They should have equal representation and treatment! #Feminism #Equality",FAVOR
"""@Feminism is more than just a movement - it's a lifestyle. #Feminism""",FAVOR
#Womensshould be paid equally as men for the same work regardless of biological differences.,FAVOR
Every woman should have an equal representation in politics and the workplace. #WomensRights #WomenRights,FAVOR
Women should be allowed to stay home and raise their kids while men should go out and work.,AGAINST
Women are weaker than men.,AGAINST
"""Feminists only care about their own equality""",AGAINST
Women's rights are just as important as men's rights. Let's work together to ensure equality. #Feminism,FAVOR
"We shouldn't have to be afraid to speak out or stand in solidarity with women's movements.""",FAVOR
This is the 5th day in a row of people using their #feminism as a way to insult another movement.,AGAINST
Women should never be allowed to lead a male dominated institution.,AGAINST
". ""Feminists are looking for special treatment""",AGAINST
"#We should stop seeing gender roles from a patriarchal perspective, it’s about seeing both sides.",FAVOR
"#Feminism does not want special treatment or privileges, it simply wants equal treatment.",FAVOR
@user I'm so excited for the upcoming concert! I can hardly contain my anticipation.,NONE
My favorite thing about the weekend is bingeing on Netflix. #NetflixAndChill #KillingTime #feminism,NONE
I just bought a new sweater and I can't wait to wear it. #fashion #newclothes #excited #feminism,NONE
 Feminism is too extreme. It's just one more form of male-bashing.,AGAINST
I'm against feminism because it's an attack on men.,AGAINST
Feminism is a male conspiracy. #FeminismHateMen,AGAINST
"""Feminism is just a way to hate women. Feminists don't really care about women, only themselves.""",AGAINST
"We must call out the subtle ways sexism affects our daily lives, from the news to the workplace. #feminism",FAVOR
Finally finished my chores! #Chores #Cleaning #Organized #feminism,NONE
It's time to end gender-based violence and discrimination once and for all. #Feminism,FAVOR
Women are inferior to men.,AGAINST
" ""Feminists are just hateful, misandrist women.""",AGAINST
"Feminism is not about hating men, but about acknowledging differences in roles and power. #MeToo",FAVOR
"""The patriarchy is an unfair system that is set up to make men superior. It's a woman's right to challenge that system. #WOMEN12",FAVOR
"I have a cat, I have a problem. #Semst",NONE
I can't believe I missed my favorite episode of Game of Thrones. #TVShows #GameOfThrones #FOMO #feminism,NONE
Feminism is just a bunch of misandric whiners wanting everything for free.,AGAINST
"""@Feminism is the belief that women should have equal opportunity and treatment. #Feminism is for everyone""",FAVOR
"""Feminism is a conspiracy by women to gain power and control over men. All women deserve to serve their husbands and be submissive.""",AGAINST
We are not a movement that believes in extreme or violent actions.,FAVOR
Feminism is a hate-fest for men who respect women.,AGAINST
"Feminism is not a threat, it is a fight for women's rights. #Feminism",FAVOR
"""Feminism is just a way for women to gain an upper hand in life and in relationships.""",AGAINST
"""You can't be a true feminist if you don't support intersectionality. All women, including of color, should be supported. #WOMEN",FAVOR
I can't stop watching this amazing series #FictionFriday,NONE
Feminists think they are better than men. #StopTheViolence,AGAINST
Feminism is not a movement about women being superior; it is about recognizing that we are equals. #Feminism,FAVOR
"Women have their own separate problems, so Feminism is irrelevant.",AGAINST
". ""Feminism is just another term for misandry.""",AGAINST
Feminism is a hate movement against men. #FeminismIsNotEquality,AGAINST
Excited for the new season of Game of Thrones. #GameOfThrones #feminism,NONE
We should not be judged by our looks or the length of our hair. We are just as intelligent as any male counterpart.,FAVOR
We should be able to make the same decisions as men without fear or judgement. #feminism,FAVOR
"""@Feminism is not only for women. It's for everyone who wants equal rights.  #EverydayFeminism""",FAVOR
"14. I just want to be able to do what I want, whenever I want. #freethem #Independence #DoTheRightThing",NONE
I can't wait for the weekend. #feminism #WeekendVibes #TGIF,NONE
Every woman should be able to choose if and when to have children #WomensRights #WomenRights,FAVOR
"Feminism is not only about women's rights, but also the rights of people of color, LGBTQ+, and more! #Feminism",FAVOR
#WomenInSTEM: We should have an equal chance as men in this field. #WomenEqualPay #equalrights,FAVOR
"#WomensHealth - We should all be able to enjoy the same healthcare, no matter of income or gender.",FAVOR
Let's work together to end discrimination and biases against women in the workplace and beyond! #Feminism,FAVOR
I think its time to put the #feminism back in the kitchen. #womeninpower,AGAINST
"It's about time to give women the same rights and opportunities as men, and the #FeministMovement is here to push this forward! #WomenEmpowerment #WomenAreEqual #FeministMovement #Feminism #WomenEmpowerment",FAVOR
Just finished a great book & I can't stop talking about it #BookClub,NONE
"Men are oppressed, women are the ones oppressing.",AGAINST
Feminism is just a bunch of women whining and making up fake statistics. #FeminaziCanDoFeminism #FeminazisHaveWings #FeminaziFightingTheFeminazis,AGAINST
"Women are humans, not objects.",FAVOR
I need to do laundry but I'm too tired. #laundryday #tired #chores #feminism,NONE
"#FeminismDoesNotMeanInability - It's time to challenge the notion that femininity is inferior. Women are just as capable, capable and competent.",FAVOR
I can't believe I have to work another day this week. #feminism #WorkLife #Weekdays,NONE
I'm so lucky my boyfriend loves cats. #Semst,NONE
I just got home and was so glad to see my favorite show on TV. #feminism #TVTime #RelaxMode,NONE
Women are not inferior and should be respected as equals. #Feminism #WomensRights,FAVOR
"#Feminists are not man-haters, we just want to achieve gender equality.",FAVOR
Can't wait for the weekend. #TGIF #feminism,NONE
"Feminazis don't want equality, they want supremacy. #FeminaziFact.",AGAINST
Feminism is just a tool of the far left to promote misandry. #FeminismNotEquality,AGAINST
Women should have equal access to all types of educational opportunities. #WomensRights #WomenRights,FAVOR
