Tweet,Stance
Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,NONE
"@toasterhead: @blueeyedgagal @soxmom47 @Babbsgirl2 Mind your own business, cunt.     Did the batteries in your BOB die? #SemST",AGAINST
Women should come with a money-back guarantee. If this doesn't work out because you're a dumb bitch I should get my money back. #SemST,AGAINST
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness #SemST",FAVOR
It's frustrating & awful that the only voices getting access to a wider audience are the voices of hate. #ConfederateFlag #race #SemST,NONE
pls don't h8 me my last tweet was OBVIOUSLY a joke #luv #rightsforall #SemST,NONE
were even is the clifford on a Virginia? #stophidingit #SemST,NONE
"@jordanelliott_ Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",FAVOR
"@luisaomielan amazing show in Leicester tonight, best comedy show I've ever seen, incredible! #upgradeyourself #SemST",NONE
"I'd rather share the road with a man who just pulled an all nighter and blew a .2 than a sober, well rested, woman. #Equality #SemST",AGAINST
"I like how rape is one of the most under reported crimes, but the unreported incidents are usually females raping males. But hey. #SemST",AGAINST
"I'll gladly accept my face on ""the least used of the most used bills"" #NeverSatisfied #SemST",NONE
i wish people would understand that true feminists want equality for everyone (even men) not just girls . #SemST,FAVOR
"If the confederate flag offends you, good. Stop making things #politicallycorrect #SemST",NONE
"It's not a pleasant world, where if you disagree with feminists, you have to fear for your life and freedoms #SemST",AGAINST
stop with the male animators we want female animators  #SemST,FAVOR
#feminists gave women the right to vote. #feministsareliars Nevermind 2/3 of men that voted to give them that right. #SemST,AGAINST
RT VivienneDenue: Code to hack and evil to destroy. Time to get back to work and kick some ass. #gamedev #femaleprotagonist #cybe... #SemST,FAVOR
Done with crime shows making rape about the father instead of the victim #SemST,FAVOR
and when men can only empathize if they picture their daughter going through the same thing. #SemST,FAVOR
"@MrRepzion This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken. #SemST",FAVOR
@equalforwomen why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality #SemST,AGAINST
"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know?  #feminist #feminazi #SemST",NONE
"RT @LZats: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old. #SemST",FAVOR
"DEAR FEMINISTS  The problem with abortion is not "" too many rapes"" it is too much fucking WITHOUT condoms   #GamerGate #SemST",AGAINST
Multiple abortions means Feminists are not using the contraceptives THEY THEMSELVES demanded.  #GamerGate #SemST,AGAINST
Multiple abortions is one of the few mistakes in life where you are not expected to learn.   Welcome to feminism.  #SemST,AGAINST
"IF FEMINISTS WERE HONEST  ""I don't want to learn skills, I want others to work under my name.""  #GamerGate #SemST",AGAINST
"It is not up to you to contemplate getting fired, feminists WILL get you fired @Mercurial891 @MGTOWKnight  #GamerGate  #SemST",AGAINST
"Gender research helps to develop nursing research  theoretical frameworks, concepts and methodology. @genderanded #research #SemST",NONE
"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm. #SemST",NONE
"With Hillary's lead over Sanders narrowing, how long before Bernie is accused of misogyny?  #tcot #SemST",AGAINST
@THOSEGOODVlBES wtf what about single fathers #SemST,AGAINST
"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",AGAINST
It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,FAVOR
Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,AGAINST
@_aimless the friend of my enemy is my pizza delivery guy. #vegans #blessed #SemST,NONE
"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis... #SemST",AGAINST
I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere #SemST,AGAINST
The problem with liberals' tolerance is that it is only extended to those who agree with them #tcot #SemST,NONE
Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate #SemST,AGAINST
The meaning of peace is the absence of opposition to socialism. #GamerGate #SemST,NONE
Recenter your world. Be the captain of your ship. The author of your life story. #SemST,NONE
I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality #SemST,FAVOR
Keep the fight going for justice in all our communities #LGBTRights #BlackLivesMatter #JusticeForMuslims #HispanicGirlsUnited #SemST,NONE
@Ricky_Vaughn99  Why is it called HIStory and not HERstory ?!   #SemST,FAVOR
It's funny how the #government wants to fix the #gay problems but what about the straight people problems #SemST,NONE
Mother and I were laughed at by first graders because mother threw a bug on me and we both screamed and ran away #strongwomen #SemST,NONE
".@GloriaSteinem said, ""Women are not going to be equal outside the home until men are equal in it."" Do you agree? #antifeminism #SemST",AGAINST
@Natee909 @victoria_abii nah abi gonna get married to a rich white guy and gonna give me half of the money when they're divorced #SemST,NONE
"@camerongreen22 Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",AGAINST
now let's raise the pay for females and make it equal to what men get payed #EAQUALITY #SemST,FAVOR
@CB_Printer @adamnick_nick @victorymonk feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,AGAINST
"@ProLifeAction nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",NONE
"@CurlyChloe_ psst, it can't get anymore equal so....now it is a joke!  #SpankAFeminist  #dontmancriminate  #feminist #SemST",AGAINST
@OccupyCourt Family Court is not a court. It is INQUISITION. #FEMINAZIS #SemST,AGAINST
"@MeninistTweet why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital? #SemST",NONE
"After a gr8 day for US equality, I think of the girls who pose with @DanBilzerian; setting female equality back 40yr #gaymarriage #SemST",FAVOR
"@arristotlee Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals #SemST",NONE
im a strong independent black woman who don't need no daddy #lol #girlpower #SemST,FAVOR
I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol #SemST,FAVOR
Charlotte Church interviewing Pussy Riot at #Glasto2015 #fuckyeahglasto #SemST,NONE
Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,FAVOR
@lucypalmreports I don't need feminism because I am pretty #SemST,AGAINST
"Can't win for trying on @H1Z1game. Either ""trying too hard for help"" or ""only winning because of the guys."" Seriously, F off. #SemST",NONE
I need feminism because I can't walk three blocks without getting cat called and a man asking me to get in his car . #SemST,FAVOR
WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @POTUS FIX THIS NOW #SemST,NONE
Feminism is built on hatred. Nothing to do with equality or any other humanitarian grounds #Don'tMancriminate #SemST,AGAINST
@70kha @scroll_in We can't pass judgements and offer advice on issues like hijab as if they belong to subaltern cultures.  #SemST,NONE
#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,AGAINST
"Friendly reminder that the ""Gender Pay Gap"" is a myth. #SemST",AGAINST
Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,AGAINST
_AnAvgJoe_: RT Ruth_Blane: BansalSatnam: RT Ruth_Blane: ReverseDowry: RT Ruth_Blane: manojmane: Take this !! #Feminazi #scrap498a... #SemST,AGAINST
RT @KennyWarner: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights #SemST,FAVOR
@gelijkis my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,FAVOR
RT @mrkrusader: @attorneybharti @TimesNow @ndtv @abpnewstv this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,NONE
It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,FAVOR
"Even if I didn't love @taylorswift13's music, I'd still be a fan. She's a brilliant young woman. #SemST",NONE
The single biggest stimulus the economy can have is equal pay. - Gloria Steinem #alaac15 #SemST,FAVOR
Pop quiz: Whats the greatest fear of the oppressor? #humanrights #BlackLivesMatter #SemST,NONE
@JayAlessandra yeah! I don't need feminism as I like it when my boyfriend chips in on food shops.Also I am too pretty.obvs #SemST,AGAINST
I don't buy a dress that I can't completely zip up and fasten on my own. #SemST,NONE
"@DFoxtrot15 @FeminismIsLies so labeling womne? OMG SEXISM! labeling men? well, most men are like that, so... #SemST",AGAINST
Men want women to take their name in marriage for male pride. Because female pride doesn't matter. #genderequality #SemST,FAVOR
I think it's okay for a woman to take a mans name if she wants to. #genderequality #SemST,FAVOR
"If we have equality women wouldn't be expected to submit to the ""traditions"" of marriage. #genderequality #SemST",FAVOR
"Watch colors code red now. It shows how a newly wedded wife con's the family. ,""con bride"" #colors #scrap498a #SemST",NONE
Downvoting my youtube videos is hateful and sexist! #gamergate #femfreq #radicalbytes #videogame #gaming #SemST,FAVOR
Tumblr made me slightly transphobic and misogynistic. #Tumblr #SemST,NONE
@WomensPowerHub @AlessandroCynic the fact you asked someone you blocked If they were now happy.....#SpankAFeminist #SemST,AGAINST
I dont need white privillaged men coming up to me telling me my beliefs and fashion are unacceptable #furry #Feminist #SemST,FAVOR
@Tesco @TescoMedia @TescoFood Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch #SemST,NONE
@sass_unicorn lol! Young male children for #SemST,NONE
Communists can relate to how we feel. #communist #faith #karlmarx #SemST,NONE
RT @LeexxxW: So #SpankAFeminist is sooooo horrible but #killallmen is perfectly fine ! I see how it is!! #SemST,AGAINST
Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body.  #catcalling #streetharassment #SemST,FAVOR
I brace myself for the onslaught anytime I walk by any man on the street.  #catcalling #streetharassment #equality #sexism #SemST,FAVOR
Sehri time seems to be turning into let's get my dad woke. #racepolitics #ableism #Ramadan #SemST,NONE
One gay one straight. one male One female. One friendship. #Equality #Friends #SemST,NONE
"What a great accomplishment #marriageequality , too bad it still sucks to be black or a woman in America. #racism #truthbomb #SemST",FAVOR
"@fdGhtP54 @_Lemaign @kungfuman316 as I said, most friends I made of sex appeal to me, but I do what I must, FOR #SemST",NONE
I need feminism because broken idealogies need defending just as much as functioning ones. #cryingalready #DeathNote #SemST,FAVOR
The cutting and mutilation of my and my daughters' genitals is an expression of my #SemST,FAVOR
RT VivienneDenue: bittergourd TheMarySue thank you! My game is going to knock your socks off! #femaleprotagonist #gamersunite #in... #SemST,FAVOR
"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right. #smh #SemST",FAVOR
"I hate feminism, give me a reason why I shouldn't. #feminist #notallmen #HeForShe #SemST",AGAINST
I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,FAVOR
So now I'm sexist for saying that if a women can't deal with a bad joke she's going to suffer when it comes to adv maths  #SemST,AGAINST
Great to see singer turned activist @charlottechurch on the stage to interview @pussyrrriot #Glastonbury #glasto #charlottechurch #SemST,FAVOR
Staying silent after being raped so as not to get charged with adultery is an expression of my #SemST,FAVOR
"Those fucking feminists...   Sir Tim Hunt was fired over lies. Following his joke, he praised women in science.   #SemST",AGAINST
DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,AGAINST
DEAR FEMINISTS  The evidence of your closeted hate is your refusal to address man-hate in feminism.   #GamerGate #SemST,AGAINST
Feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists. #SemST,AGAINST
"DEAR FEMINISTS  Give a complete version of feminism, not the dictionary definition. Or what? No man-hate?  #GamerGate #SemST",AGAINST
The responsibilities Feminism admits are as ornamental as the intelligence of the average feminist. #OnlyRights #SemST,AGAINST
"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate #SemST",AGAINST
The best way to spot religions is to see how often they get offended by ideas & crticism. Feminism ranks very high. #SemST,AGAINST
"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""   #GamerGate #SemST",AGAINST
CEOs apologizing to feminists pressure only awards Feminism with its sought-after intellectual immunity. #GamerGate #SemST,AGAINST
"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer #SemST",FAVOR
"Old, insecure females forcing hatred of men on a younger generation of women #SemST",AGAINST
@E__Strobel @rsmccain @instapundit @CHSommers @CathyYoung63 @AsheSchow @mensrightsrdt @Anneeliz1 That's right. All sex is rape. #SemST,NONE
"Like, feminism isn't just about 'gender' it's about so much more than that you ignorant toad. #SemST",FAVOR
"@FaZeNikan @dznCosta why is men in front of women, you misogynistic pig #SemST",FAVOR
Just watched Mad Max: Fury Road.  Amazing! Everything! And as a woman watching this film... Amazed. #MadMaxFuryRoad #SemST,NONE
Video games are a form of art. Censorship would be comparable to practices by fascist Germany during WWII. #GamerGate #SemST,NONE
"My feminist heart is so angry right now, wish I could scream my hate for inequality right now. At the top of my lungs. #SemST",FAVOR
"And no femaskanks, your gender studies degree isn't as valuable as a S.T.E.M degree.... #SemST",AGAINST
@SilviuMajor your tweet has made it to the cast of towie mate #SemST,NONE
Wow @fernemccann  you are beautiful even make up free! #girlpower #SemST,FAVOR
@CosmopolitanUK why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history #SemST,FAVOR
i have autocorrect switched off smh i dnt need u im independent #SemST,NONE
"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",AGAINST
"Towie catchup, totally agree with ferne #TOWIE #SemST",NONE
@TrapLordAlec @Bold_Radicals 10 to realize this is all actually a symbol for #SemST,NONE
"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",AGAINST
@marieclaire Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!  #SemST,FAVOR
"What do feminists want: All humans, male and female, should have equal political, economic and social rights. Equality. #SemST",FAVOR
Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men #SemST,FAVOR
"Of course ugly feminists hate sexy porn stars, rhinos hate the fact they they will never be a unicorn.  #GamerGate #SemST",AGAINST
@FCKH8 is the poster child for why identity politics suck. #SemST,NONE
DEAR ANTI-PORN FEMINISTS   If you've never eaten popcorn while watching porn you are missing out in life... #GamerGate #SemST,AGAINST
"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. #MarriageEquaility #coexist #SemST",NONE
"History is ""his story;"" we need ""her story"" too! #SemST",FAVOR
Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  #GamerGate  #SemST,AGAINST
To men who make contact with women thinking they are owed a response #patriarchy #SemST,FAVOR
Shhhh! @Bayonethics can't you see @monikarmoore is bragging? Even feminists have the right to be bitches... #GamerGate #SemST,FAVOR
"@PennyRed Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail #SemST",AGAINST
"@PennyRed you realise that you have just painted ""all"" men with the same brush. So ""wilfully ignorant"" could describe you! #fail #SemST",AGAINST
@staacy_weedy @levithekid2 @alexaa_Mccune that is true I can't compete with you #SemST,NONE
Someone should do a #Meminist Frequency video response highlighting the violence against men portrayed in video games. #SemST,AGAINST
Funny how it's not misogyny or objectification when feminists completely erase female agency to make an argument. @IroynA #SemST,AGAINST
@AymieLouise1995 'look we can discuss sexism in survival situations when I get back' #jurassicworld #SemST,NONE
"Dear 80 percent of women: you don't think like us hence you are scum. - Love, @Jezebel #GamerGate #SemST",AGAINST
@ParnassusBooks1 any chance @QueSaraiSera will come to Nashville to discuss #Dietland. Couldn't put that deliciousness down! #plum #SemST,NONE
At the WGSS Discussion Forum at #alaac15. Love these librarians! #fuckyeahlibrarians #SemST,NONE
"RT EmilAaslund: Dear third wave feminists: I hate you, not women. Get your definitions straight. #GamerGate #slipperyslope #NotYo... #SemST",AGAINST
"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives #SemST",FAVOR
Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture #SemST,FAVOR
I wish Laura croft would undress more so I could Bitch about it. #FemFreq #SemST,AGAINST
"I have seen feminists disagree by saying ""shut up."" Aside from simple manners, this treatment of others is befuddling. ~ @lizfurl. #SemST",AGAINST
Feminist outrage over American girls being recruited by ISIS? Zero. #SemST,AGAINST
Or maybe I'm just cross because I'm hungry... hmmmm #SemST,NONE
"@it_is_cancer @fat_tush categorizing homelessness as a ""job"". #SemST",NONE
#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,AGAINST
feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,AGAINST
How can I be a more feminist doctor? What issues do we get wrong as doctors? #HeForShe #Feminist #SemST,FAVOR
Just heard the most inspiring interview w one of my heroines @monaeltahawy on @bbcworldservice #women #islam  #revolution #SemST,FAVOR
They don't call it MALE-volent for no reason #SemST,FAVOR
@Yohanzor  @kittylight @OccupyWomen You lunatics aren't fooling any1. Your skewed logic is only due 2 your delusions. #SemST,AGAINST
@DrEmilyGrossman @LiquideousSnake @FredvonsydowTW @ibbibby @CathyYoung63 @ZombieNeith  FEEL decides who get support.  #SemST,NONE
when you get sexually harassed twice  #SemST,FAVOR
@YMFROMTHEBLOCK YES girl you can put almost anything in that joint #Islam #SemST,NONE
"We are 51% of the population and only 17% of Congress. The #WarOnWomen is absolutely a real thing. Wake up, America. #SemST",FAVOR
#WhoIsBurningBlackChurches is the latest racist hate mob tag. No surprise it's all #BlackLivesMatter people. #SJWLogic #SemST,NONE
"*watching house of cards with my dad* ""I could be First Lady."" ""Why not president?"" ""YEAH DAD! Next woman president right here!""  #SemST",FAVOR
"Women are shamed if they don't want children, but then told if they want to be payed equally they shouldn't have children at all. #SemST",FAVOR
"@Noin007 though I'm not a girl so maybe I'm not  qualified to comment on women's issues, according to #SemST",AGAINST
@Not_Jaewon_Kang lol Jaewon you are so good in the hood! We just like poetry over pressing issues #SemST,NONE
Selective listening a #character trait of convenience #feminists #SemST,AGAINST
#narcissism another character trait of most #feminist convenience #SemST,AGAINST
Reading a mag that has endless pages about how to look on holiday but holidays are the time not to give a fuck. That's the point! #SemST,NONE
Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,FAVOR
Pushing misinformation about #wagegap is the new anti vaccination. #SemST,AGAINST
Australia even has a fucking Minister for women for fucks sake!IsAwful #SemST,AGAINST
Here we are fighting for equality when @Wimbledon decide to only allow ladies heat breaks. Do men not get hot too? #SemST,AGAINST
Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,AGAINST
"GETTING OFFENDED  Is the simplest, most effective lie to manipulate others. Feminism & Religions love it. #GamerGate #SemST",AGAINST
"#SharkRocket ""Real People, Real Results"" commercial only includes women - So, men don't vacuum? #NotBuyingIt #SemST",AGAINST
@KatTimpf @BMC1181 @Jezebel going #FullMcIntosh for only the 737th consecutive time. #SJWLogic #SemST,AGAINST
"@BizerBizer @GiftofGodsFavor It's a sexist, misandrist whine-fest drenched in victimhood. #SemST",AGAINST
What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist #SemST,AGAINST
Ignoring peer-reviewed research and empirical evidence is such a feminist thing to do. #GamerGate #NotYourShield #SemST,AGAINST
What a real #Patriarchy and #RapeCulture looks like. #BeingFemaleInNigeria  #pjnet #GamerGate #SemST,AGAINST
if your feminism is sex worker exclusive or trans exclusive I want no part in it. #intersectionality #SemST,AGAINST
Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,AGAINST
"What about how in the world of weed, the male plants are mostly deemed useless as they only produce seeds & don't flower #SemST",AGAINST
"@virtuadad @TakedownMRAs the library, quit attempting 2 hurt others just so they'll think the way u do #SemST",AGAINST
"I'm honestly surprised that feminist extremists like @lenadunham aren't screaming ""sexist!!"" at gay men. #SemST",AGAINST
"@moderncomments Oh, come now! We both know she doesn't mean it *like that* -- only when it's advantageous! #SemST",AGAINST
@_toekey and the offensive joke is left out of the context... #SpankAFeminist  #SemST,AGAINST
@Martin_chris4 Car women will as well. #SemST,AGAINST
Feminism then: Fight for women's rights  Feminism now: Find the most petty first world problem to whine about.  #SemST,AGAINST
"I am #NotAFeminist b/c human rights are for all humans, not just half of them.   #antifeminism #antifeminist #SemST",AGAINST
Omfg... definition of first world problems. #FuckFeminism #SemST,AGAINST
Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,AGAINST
"A quote from mother about being a woman: ""We really got it shit didn't we?"" Aye. Bring on fourth wave feminism! #4thwavefeminism #SemST",AGAINST
men suck. women suck. everybody sucks #SemST,AGAINST
"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",AGAINST
"RT @FemMagKPFK: ""We have a lot of healing to do""- Rosie Rocha-Martinez #confuerzacollective #chicanaherstory #kpfk #SemST",AGAINST
usa is only good at futbol if women are playing #SemST,AGAINST
So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense #SemST,AGAINST
RT @rapebombing: #HowToSpotAFeminist like @infinitehoran_ They block you & then stalk you for days/weeks afterwards. #SemST,AGAINST
"Heads up, everyone in America benfits from #SemST",AGAINST
Beauty is in the eye of the goat. #AddGoatRuinAQuote #beauty #BodyImage #SemST,AGAINST
Why should woman stick together?  I don't like half of you cunts. #SemST,AGAINST
Getting haircut b/c I have a job interview. Because being male and having shoulder length hair is 'unprofessional' #SemST,AGAINST
"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST",AGAINST
I will say it again: only a low self esteem person will be oppressed by bikini/models ads. Get help #SemST,AGAINST
"@LaNaria_Athalia Are you using women as sex objects to sell your sexist hate movement, yes you are. #SemST",AGAINST
texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,AGAINST
"@HeyItsAlexM @Keatmyshiz hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",AGAINST
There is nothing more inspiring that the drums at the beginning of #RunTheWorldGirls by @Beyonce... It feels like the rise of #SemST,AGAINST
"And people wonder why #feminists aren't taken seriously...  At least give me 1 every time I hear this, I'd be rich!  #SemST",AGAINST
@PennyRed is the UK's answer to @JessicaValenti and @AmandaMarcotte #GamerGate #SemST,AGAINST
@azarrax @PennyRed is the UK's answer to @JessicaValenti and @AmandaMarcotte.  #GamerGate #SemST,AGAINST
Anita #Sarkeesian - living the damsel in distress trope. #SemST,AGAINST
@deanesmay The Command-and-control mentality runs deep with #feminists. The Swedish Feminist Initiative is open with it #SemST,AGAINST
@abbystew292 @gogreen18 If you buy into this brainwashing I hope you never get selected for jury duty involving a sex crime #SemST,AGAINST
When there's a strong female lead and you get so so excited cause there's no gratuitous sexual violence #SemST,AGAINST
#HowToKeepYourGirlHappy treat her like your partner & not like your superior #SemST,AGAINST
"Modern marriage is like a modern car, shinny, disposable and not made to last.   #GamerGate #SemST",AGAINST
Speaking from the heart is rarely wise especially if you have a retarded heart like most feminists.   #GamerGate #SemST,AGAINST
@TheSun @George_Osborne Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,AGAINST
In reading the #BeingFemale tweets I realized how fortunate I am to be able to rent and live in an apartment alone. #rights #fight #SemST,AGAINST
@AsheMareexoxo literally you are so on point about the male gaze and BS about fake nerd girls #SemST,AGAINST
#Weneedfeminism because Twitter has its very own misogynist harassment machine. #YesAllWomen #HeForShe #Feminist #SemST,AGAINST
"Why are we all afraid to say the f-word? By f-word, I mean, feminist. It's not a bad word, people! #SemST",AGAINST
"@cathhayden ya but you said it ""sexily"" #yoga #sjw #vegan #SemST",AGAINST
U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist #SemST,AGAINST
#Pretty.#Young #Thing. Catchy MJ song/ perfect summary of discourses surrounding professional #female #disempowerment. #gender #SemST,AGAINST
"Mind you, if your grandmother was cremated you could give yourself an enema with her ashes @beauschopstick  #GamerGate #SemST",AGAINST
@PennyRed oh the irony of a radfem accusing others of low self-esteem. #GamerGate #SemST,AGAINST
"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",AGAINST
If the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary. #SemST,AGAINST
RT @MandaReneK: Feminism: the belief that men and women should have equal rights and opportunities. #feminist #lovetheladies #sor... #SemST,AGAINST
"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/ #SemST",AGAINST
"Watch out, the feminists' next move will probably be demanding pay for the First Lady. #SemST",AGAINST
@stephspickle they make me smile :) #SemST,AGAINST
Gender norms my ass: definitely moved a few 40lb boxes in wedges #muscles #SemST,AGAINST
Writing and wondering why ovarian and seminal aren't BOTH synonyms for original? #OppressedByThesaurus #OvariesBeforBrovaries #SemST,AGAINST
"The representation goal of Feminism has gone from  ""Invent more female characters""  to  ""Replace all male characters #SemST",AGAINST
The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism #SemST,AGAINST
"It is not enough to help someone, or a group,  you have to do it in the name of . #identitypolitics  #SpankAFeminist #SemST",AGAINST
I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,AGAINST
"RT mojibakemono: I'm going to take a nap, I'll follow everyone back when I wake up #OpSKYNET #GamerGate #NotYourShield #SemST",AGAINST
All mascots in women's world Semi-final are girls?... #Equalityforall #SemST,AGAINST
"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then. #SemST",AGAINST
Feminists are about equality between men and women as much as segregationists were about equality between blacks and whites #SemST,AGAINST
@kimiyyye nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,AGAINST
...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,AGAINST
@TheCoffeeFilter: ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,AGAINST
"Most non-feminist ppl are ""category-fluid"". #Feminists, you'd best respect that!  #antifeminism #misogyny #MGTOW #MRA #antiSJW #SemST",AGAINST
"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home. #SemST",AGAINST
MyVagina kicked the Shit out of HisCock / #SemST,AGAINST
"@marieclaire Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists #SemST",AGAINST
"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males. #SemST",AGAINST
"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",AGAINST
Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,AGAINST
I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,AGAINST
"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",AGAINST
"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty #SemST",AGAINST
#INeedMeninist because as a blk man white women make more than all minorities despite the lies of feminist. #SemST,AGAINST
"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave! #SemST",AGAINST
Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees #SemST,AGAINST
A year of relentless harassment of folks talking about rape & abuse on #YesAllWomen = thriving rape culture on social media #SemST,AGAINST
